"Subject","Trial","Selection","Response_Time","Alt","Brand","Price","Type"
2401,1,TRUE,5210,1,"Dove",0.6,"Milk"
2401,1,FALSE,5210,2,"Godiva",0.7,"Dark"
2401,1,FALSE,5210,3,"Dove",3.6,"White"
2401,2,FALSE,7480,1,"Godiva",2.7,"Milk w/ Nuts"
2401,2,TRUE,7480,2,"Godiva",3.9,"Dark"
2401,2,FALSE,7480,3,"Hershey's",0.7,"Milk w/ Nuts"
2401,3,FALSE,7704,1,"Hershey's",1.7,"Dark w/ Nuts"
2401,3,TRUE,7704,2,"Godiva",3.7,"Dark"
2401,3,FALSE,7704,3,"Hershey's",3,"Dark"
2401,4,TRUE,5774,1,"Lindt",1,"Milk"
2401,4,FALSE,5774,2,"Lindt",3.6,"Milk w/ Nuts"
2401,4,FALSE,5774,3,"Ghirardelli",0.5,"Dark w/ Nuts"
2401,5,FALSE,5238,1,"Hershey's",0.8,"Milk w/ Nuts"
2401,5,TRUE,5238,2,"Godiva",1.5,"Dark"
2401,5,FALSE,5238,3,"Hershey's",3.3,"White"
2401,6,FALSE,3423,1,"Lindt",3.1,"Milk"
2401,6,FALSE,3423,2,"Dove",2.5,"White"
2401,6,TRUE,3423,3,"Godiva",2.6,"Dark"
2401,7,FALSE,4691,1,"Godiva",3.1,"White"
2401,7,FALSE,4691,2,"Dove",4,"Dark w/ Nuts"
2401,7,TRUE,4691,3,"Godiva",2.1,"Milk"
2401,8,FALSE,3268,1,"Hershey's",0.8,"Dark w/ Nuts"
2401,8,FALSE,3268,2,"Godiva",3.2,"White"
2401,8,TRUE,3268,3,"Godiva",1.1,"Dark"
2401,9,FALSE,6719,1,"Lindt",2.3,"Dark"
2401,9,TRUE,6719,2,"Godiva",1.7,"Dark"
2401,9,FALSE,6719,3,"Godiva",3.8,"White"
2401,10,FALSE,3542,1,"Lindt",0.6,"Milk w/ Nuts"
2401,10,TRUE,3542,2,"Godiva",0.8,"Milk w/ Nuts"
2401,10,FALSE,3542,3,"Hershey's",3.7,"Dark"
2401,11,TRUE,3607,1,"Godiva",1.6,"Milk"
2401,11,FALSE,3607,2,"Dove",0.7,"White"
2401,11,FALSE,3607,3,"Hershey's",1.2,"Dark w/ Nuts"
2401,12,FALSE,6688,1,"Godiva",1.1,"Dark w/ Nuts"
2401,12,FALSE,6688,2,"Dove",0.8,"Dark w/ Nuts"
2401,12,TRUE,6688,3,"Lindt",3.7,"Dark"
2401,13,TRUE,4547,1,"Dove",3,"Milk"
2401,13,FALSE,4547,2,"Lindt",0.8,"White"
2401,13,FALSE,4547,3,"Godiva",1.9,"White"
2401,14,FALSE,5615,1,"Lindt",0.6,"Dark w/ Nuts"
2401,14,TRUE,5615,2,"Dove",3.5,"Milk"
2401,14,FALSE,5615,3,"Dove",1.9,"Milk w/ Nuts"
2401,15,TRUE,3723,1,"Godiva",3.7,"Dark"
2401,15,FALSE,3723,2,"Ghirardelli",1.5,"Dark"
2401,15,FALSE,3723,3,"Dove",1.6,"Dark"
2401,16,FALSE,4616,1,"Hershey's",0.5,"Milk w/ Nuts"
2401,16,TRUE,4616,2,"Dove",3.8,"Milk"
2401,16,FALSE,4616,3,"Dove",3.7,"Dark w/ Nuts"
2401,17,TRUE,3588,1,"Dove",3.9,"Milk"
2401,17,FALSE,3588,2,"Dove",1.2,"Milk w/ Nuts"
2401,17,FALSE,3588,3,"Lindt",0.5,"Milk w/ Nuts"
2401,18,TRUE,4796,1,"Godiva",2.8,"Milk w/ Nuts"
2401,18,FALSE,4796,2,"Lindt",2.7,"Milk"
2401,18,FALSE,4796,3,"Godiva",2.6,"White"
2401,19,TRUE,4394,1,"Hershey's",3.7,"Milk"
2401,19,FALSE,4394,2,"Dove",4,"Dark w/ Nuts"
2401,19,FALSE,4394,3,"Dove",2.8,"Dark"
2401,20,FALSE,6490,1,"Dove",0.7,"Dark"
2401,20,FALSE,6490,2,"Godiva",0.8,"White"
2401,20,TRUE,6490,3,"Hershey's",1.9,"Dark"
2401,21,FALSE,5664,1,"Ghirardelli",0.8,"Milk w/ Nuts"
2401,21,TRUE,5664,2,"Hershey's",3,"Milk"
2401,21,FALSE,5664,3,"Godiva",2.4,"Milk w/ Nuts"
2401,22,TRUE,4037,1,"Godiva",0.9,"Dark"
2401,22,FALSE,4037,2,"Dove",3.4,"Milk w/ Nuts"
2401,22,FALSE,4037,3,"Hershey's",3.4,"Dark w/ Nuts"
2401,23,TRUE,4764,1,"Godiva",0.6,"Dark w/ Nuts"
2401,23,FALSE,4764,2,"Dove",1.8,"White"
2401,23,FALSE,4764,3,"Dove",3.4,"Dark"
2401,24,FALSE,5663,1,"Hershey's",3.6,"Dark w/ Nuts"
2401,24,TRUE,5663,2,"Godiva",3.2,"Milk w/ Nuts"
2401,24,FALSE,5663,3,"Ghirardelli",1.4,"Milk w/ Nuts"
2401,25,FALSE,8058,1,"Lindt",1.1,"White"
2401,25,FALSE,8058,2,"Ghirardelli",0.8,"White"
2401,25,TRUE,8058,3,"Lindt",2,"Milk"
2402,1,FALSE,13161,1,"Hershey's",2.2,"Milk"
2402,1,TRUE,13161,2,"Godiva",2.1,"Dark w/ Nuts"
2402,1,FALSE,13161,3,"Dove",3.5,"Milk"
2402,2,FALSE,6346,1,"Ghirardelli",1.3,"Milk w/ Nuts"
2402,2,FALSE,6346,2,"Hershey's",1.7,"White"
2402,2,TRUE,6346,3,"Hershey's",3.5,"Milk"
2402,3,FALSE,5606,1,"Ghirardelli",1.6,"Milk w/ Nuts"
2402,3,FALSE,5606,2,"Dove",2,"Milk w/ Nuts"
2402,3,TRUE,5606,3,"Lindt",1.8,"Dark w/ Nuts"
2402,4,FALSE,7192,1,"Lindt",3.2,"Milk w/ Nuts"
2402,4,TRUE,7192,2,"Dove",2.5,"Dark w/ Nuts"
2402,4,FALSE,7192,3,"Lindt",0.8,"Milk"
2402,5,TRUE,11993,1,"Godiva",1.3,"Dark w/ Nuts"
2402,5,FALSE,11993,2,"Godiva",1.1,"Milk"
2402,5,FALSE,11993,3,"Hershey's",2.7,"Milk w/ Nuts"
2402,6,TRUE,4267,1,"Lindt",0.7,"Dark"
2402,6,FALSE,4267,2,"Hershey's",0.6,"White"
2402,6,FALSE,4267,3,"Lindt",3.3,"Milk w/ Nuts"
2402,7,TRUE,4163,1,"Lindt",0.9,"Dark"
2402,7,FALSE,4163,2,"Lindt",2.9,"White"
2402,7,FALSE,4163,3,"Ghirardelli",0.8,"Milk"
2402,8,FALSE,2617,1,"Lindt",2,"Milk w/ Nuts"
2402,8,TRUE,2617,2,"Ghirardelli",1.3,"Dark w/ Nuts"
2402,8,FALSE,2617,3,"Lindt",1.2,"Dark w/ Nuts"
2402,9,TRUE,6410,1,"Lindt",3.4,"Dark w/ Nuts"
2402,9,FALSE,6410,2,"Dove",1.8,"Dark"
2402,9,FALSE,6410,3,"Dove",3.1,"Dark w/ Nuts"
2402,10,TRUE,1681,1,"Lindt",1.1,"Dark"
2402,10,FALSE,1681,2,"Hershey's",1.6,"White"
2402,10,FALSE,1681,3,"Hershey's",3.8,"Milk w/ Nuts"
2402,11,FALSE,2486,1,"Hershey's",2.1,"Dark w/ Nuts"
2402,11,TRUE,2486,2,"Dove",2.9,"Dark"
2402,11,FALSE,2486,3,"Godiva",1.4,"White"
2402,12,FALSE,2604,1,"Hershey's",1,"White"
2402,12,FALSE,2604,2,"Hershey's",0.6,"Milk w/ Nuts"
2402,12,TRUE,2604,3,"Dove",2.8,"Milk w/ Nuts"
2402,13,FALSE,1742,1,"Ghirardelli",0.9,"White"
2402,13,TRUE,1742,2,"Dove",2.5,"Dark"
2402,13,FALSE,1742,3,"Hershey's",1.9,"White"
2402,14,FALSE,1633,1,"Hershey's",1.8,"Milk"
2402,14,TRUE,1633,2,"Godiva",3.4,"Dark"
2402,14,FALSE,1633,3,"Godiva",3.2,"Dark w/ Nuts"
2402,15,TRUE,3364,1,"Godiva",0.7,"Milk"
2402,15,FALSE,3364,2,"Hershey's",0.6,"White"
2402,15,FALSE,3364,3,"Hershey's",2.9,"Dark w/ Nuts"
2402,16,FALSE,4598,1,"Hershey's",2.3,"Milk w/ Nuts"
2402,16,TRUE,4598,2,"Ghirardelli",0.6,"Milk w/ Nuts"
2402,16,FALSE,4598,3,"Hershey's",0.8,"White"
2402,17,TRUE,1357,1,"Dove",4,"Dark"
2402,17,FALSE,1357,2,"Ghirardelli",2.7,"Milk"
2402,17,FALSE,1357,3,"Dove",1.3,"White"
2402,18,FALSE,2111,1,"Dove",2.1,"Milk w/ Nuts"
2402,18,FALSE,2111,2,"Ghirardelli",1.1,"White"
2402,18,TRUE,2111,3,"Ghirardelli",2.5,"Milk"
2402,19,FALSE,1991,1,"Hershey's",1.2,"Dark w/ Nuts"
2402,19,TRUE,1991,2,"Dove",2.9,"Milk"
2402,19,FALSE,1991,3,"Ghirardelli",1.5,"White"
2402,20,FALSE,2938,1,"Godiva",1.8,"Milk w/ Nuts"
2402,20,FALSE,2938,2,"Hershey's",3.2,"Dark"
2402,20,TRUE,2938,3,"Lindt",0.9,"Dark"
2402,21,FALSE,1703,1,"Ghirardelli",1.5,"White"
2402,21,FALSE,1703,2,"Godiva",2.1,"Milk w/ Nuts"
2402,21,TRUE,1703,3,"Lindt",0.6,"Dark"
2402,22,TRUE,2130,1,"Godiva",2.8,"Dark w/ Nuts"
2402,22,FALSE,2130,2,"Godiva",3.7,"Milk w/ Nuts"
2402,22,FALSE,2130,3,"Ghirardelli",2.2,"White"
2402,23,TRUE,6096,1,"Godiva",3.2,"Milk w/ Nuts"
2402,23,FALSE,6096,2,"Hershey's",4,"Dark w/ Nuts"
2402,23,FALSE,6096,3,"Ghirardelli",2.4,"White"
2402,24,FALSE,6170,1,"Godiva",0.9,"White"
2402,24,TRUE,6170,2,"Godiva",3.8,"Dark w/ Nuts"
2402,24,FALSE,6170,3,"Ghirardelli",1.8,"Milk w/ Nuts"
2402,25,TRUE,3605,1,"Godiva",2.3,"Milk w/ Nuts"
2402,25,FALSE,3605,2,"Lindt",1.3,"Milk w/ Nuts"
2402,25,FALSE,3605,3,"Dove",2.5,"Milk"
2403,1,FALSE,3629,1,"Dove",1.4,"White"
2403,1,TRUE,3629,2,"Dove",1,"Milk"
2403,1,FALSE,3629,3,"Lindt",2,"Milk w/ Nuts"
2403,2,FALSE,3374,1,"Godiva",3.5,"Milk"
2403,2,TRUE,3374,2,"Ghirardelli",2.2,"Milk"
2403,2,FALSE,3374,3,"Godiva",2.2,"Dark"
2403,3,FALSE,3055,1,"Ghirardelli",3.9,"Dark w/ Nuts"
2403,3,TRUE,3055,2,"Hershey's",1.2,"Milk"
2403,3,FALSE,3055,3,"Godiva",2.2,"Dark w/ Nuts"
2403,4,TRUE,6435,1,"Godiva",1.3,"Milk"
2403,4,FALSE,6435,2,"Lindt",0.7,"Dark w/ Nuts"
2403,4,FALSE,6435,3,"Hershey's",3.3,"Dark"
2403,5,FALSE,4997,1,"Godiva",2.8,"Dark"
2403,5,TRUE,4997,2,"Dove",1,"Dark w/ Nuts"
2403,5,FALSE,4997,3,"Ghirardelli",3.5,"Milk"
2403,6,FALSE,3763,1,"Lindt",1.3,"Milk w/ Nuts"
2403,6,FALSE,3763,2,"Godiva",2.5,"White"
2403,6,TRUE,3763,3,"Dove",0.8,"White"
2403,7,TRUE,4852,1,"Dove",1.4,"Dark"
2403,7,FALSE,4852,2,"Lindt",2.1,"Dark"
2403,7,FALSE,4852,3,"Godiva",3.1,"Dark"
2403,8,FALSE,3427,1,"Dove",2.9,"White"
2403,8,FALSE,3427,2,"Lindt",3,"Dark"
2403,8,TRUE,3427,3,"Godiva",2.2,"Milk w/ Nuts"
2403,9,TRUE,4681,1,"Godiva",1.2,"Dark w/ Nuts"
2403,9,FALSE,4681,2,"Lindt",2.5,"Dark w/ Nuts"
2403,9,FALSE,4681,3,"Dove",1.4,"Milk w/ Nuts"
2403,10,FALSE,3818,1,"Dove",2.5,"Dark w/ Nuts"
2403,10,TRUE,3818,2,"Godiva",0.9,"Dark w/ Nuts"
2403,10,FALSE,3818,3,"Lindt",3.2,"Dark w/ Nuts"
2403,11,FALSE,4842,1,"Godiva",3.7,"Milk w/ Nuts"
2403,11,FALSE,4842,2,"Godiva",1.4,"Dark"
2403,11,TRUE,4842,3,"Dove",1.7,"Milk"
2403,12,FALSE,8696,1,"Ghirardelli",3.7,"White"
2403,12,TRUE,8696,2,"Ghirardelli",3.3,"Milk"
2403,12,FALSE,8696,3,"Dove",2.3,"Dark"
2403,13,TRUE,2572,1,"Dove",1,"Dark"
2403,13,FALSE,2572,2,"Lindt",3.8,"Dark"
2403,13,FALSE,2572,3,"Ghirardelli",3.5,"Dark w/ Nuts"
2403,14,FALSE,4534,1,"Lindt",2.8,"Milk w/ Nuts"
2403,14,FALSE,4534,2,"Hershey's",2.8,"Dark w/ Nuts"
2403,14,TRUE,4534,3,"Hershey's",2.6,"Milk"
2403,15,FALSE,3950,1,"Ghirardelli",3,"Milk w/ Nuts"
2403,15,TRUE,3950,2,"Dove",2.7,"Dark"
2403,15,FALSE,3950,3,"Ghirardelli",3,"Dark"
2403,16,FALSE,2118,1,"Dove",3,"Milk"
2403,16,TRUE,2118,2,"Dove",2.5,"White"
2403,16,FALSE,2118,3,"Godiva",3.9,"Milk"
2403,17,TRUE,2251,1,"Lindt",0.5,"Dark"
2403,17,FALSE,2251,2,"Ghirardelli",0.6,"White"
2403,17,FALSE,2251,3,"Godiva",3.4,"Dark"
2403,18,TRUE,3593,1,"Dove",2.2,"Milk w/ Nuts"
2403,18,FALSE,3593,2,"Dove",3.6,"Dark"
2403,18,FALSE,3593,3,"Hershey's",3.8,"White"
2403,19,TRUE,2729,1,"Dove",2.2,"Dark w/ Nuts"
2403,19,FALSE,2729,2,"Hershey's",4,"Milk w/ Nuts"
2403,19,FALSE,2729,3,"Ghirardelli",2.9,"Dark"
2403,20,FALSE,2737,1,"Godiva",3.2,"Milk"
2403,20,TRUE,2737,2,"Lindt",0.6,"Dark"
2403,20,FALSE,2737,3,"Hershey's",2,"Dark w/ Nuts"
2403,21,FALSE,4198,1,"Ghirardelli",3.4,"White"
2403,21,FALSE,4198,2,"Lindt",2.5,"Dark"
2403,21,TRUE,4198,3,"Godiva",2.5,"White"
2403,22,FALSE,3436,1,"Godiva",3,"Dark w/ Nuts"
2403,22,TRUE,3436,2,"Lindt",1.1,"Dark"
2403,22,FALSE,3436,3,"Dove",3.8,"Milk"
2403,23,TRUE,3890,1,"Hershey's",0.7,"Milk"
2403,23,FALSE,3890,2,"Hershey's",2.2,"White"
2403,23,FALSE,3890,3,"Dove",2.7,"Milk w/ Nuts"
2403,24,TRUE,3168,1,"Dove",1.4,"Dark w/ Nuts"
2403,24,FALSE,3168,2,"Ghirardelli",3.3,"Milk"
2403,24,FALSE,3168,3,"Godiva",2.2,"Milk"
2403,25,FALSE,2122,1,"Hershey's",2.3,"Milk w/ Nuts"
2403,25,TRUE,2122,2,"Godiva",1.7,"Milk w/ Nuts"
2403,25,FALSE,2122,3,"Ghirardelli",2.7,"Milk w/ Nuts"
2405,1,FALSE,4028,1,"Lindt",3.9,"Dark w/ Nuts"
2405,1,TRUE,4028,2,"Ghirardelli",2.6,"Dark w/ Nuts"
2405,1,FALSE,4028,3,"Godiva",2.7,"Dark w/ Nuts"
2405,2,FALSE,3620,1,"Lindt",0.9,"Milk w/ Nuts"
2405,2,FALSE,3620,2,"Hershey's",3.3,"Dark w/ Nuts"
2405,2,TRUE,3620,3,"Hershey's",4,"Milk w/ Nuts"
2405,3,FALSE,1740,1,"Hershey's",3.6,"Milk"
2405,3,FALSE,1740,2,"Dove",1.6,"Milk"
2405,3,TRUE,1740,3,"Ghirardelli",1.7,"Milk w/ Nuts"
2405,4,TRUE,2685,1,"Godiva",1.4,"Milk w/ Nuts"
2405,4,FALSE,2685,2,"Ghirardelli",2.4,"White"
2405,4,FALSE,2685,3,"Godiva",3.8,"White"
2405,5,TRUE,4206,1,"Dove",3,"Milk w/ Nuts"
2405,5,FALSE,4206,2,"Godiva",2.9,"Dark w/ Nuts"
2405,5,FALSE,4206,3,"Dove",1.6,"Dark"
2405,6,FALSE,3110,1,"Lindt",2.5,"White"
2405,6,FALSE,3110,2,"Ghirardelli",2.6,"White"
2405,6,TRUE,3110,3,"Lindt",3.9,"Dark w/ Nuts"
2405,7,TRUE,2356,1,"Ghirardelli",0.7,"Dark w/ Nuts"
2405,7,FALSE,2356,2,"Godiva",2.9,"White"
2405,7,FALSE,2356,3,"Dove",0.7,"Milk"
2405,8,TRUE,4992,1,"Hershey's",0.6,"Milk w/ Nuts"
2405,8,FALSE,4992,2,"Ghirardelli",3.3,"Dark w/ Nuts"
2405,8,FALSE,4992,3,"Godiva",1.1,"White"
2405,9,TRUE,3786,1,"Hershey's",2.7,"Milk w/ Nuts"
2405,9,FALSE,3786,2,"Ghirardelli",2.3,"Dark w/ Nuts"
2405,9,FALSE,3786,3,"Godiva",2.6,"Dark"
2405,10,FALSE,3589,1,"Lindt",2.5,"Dark"
2405,10,FALSE,3589,2,"Godiva",1.5,"Dark"
2405,10,TRUE,3589,3,"Ghirardelli",1.4,"Dark w/ Nuts"
2405,11,FALSE,3333,1,"Ghirardelli",1.5,"White"
2405,11,FALSE,3333,2,"Dove",2,"Dark w/ Nuts"
2405,11,TRUE,3333,3,"Ghirardelli",2.5,"Dark"
2405,12,TRUE,2572,1,"Ghirardelli",1.7,"Milk"
2405,12,FALSE,2572,2,"Lindt",2.5,"Dark"
2405,12,FALSE,2572,3,"Dove",0.6,"Milk"
2405,13,FALSE,2836,1,"Dove",3.3,"Milk"
2405,13,FALSE,2836,2,"Hershey's",2.8,"Dark"
2405,13,TRUE,2836,3,"Ghirardelli",1.8,"Milk"
2405,14,FALSE,3343,1,"Lindt",3.5,"Dark"
2405,14,FALSE,3343,2,"Ghirardelli",1.3,"White"
2405,14,TRUE,3343,3,"Hershey's",0.9,"Milk w/ Nuts"
2405,15,FALSE,2753,1,"Hershey's",2.6,"Dark"
2405,15,TRUE,2753,2,"Godiva",3.9,"Dark"
2405,15,FALSE,2753,3,"Hershey's",2.9,"White"
2405,16,TRUE,2957,1,"Ghirardelli",1.1,"Milk w/ Nuts"
2405,16,FALSE,2957,2,"Ghirardelli",1.9,"Dark"
2405,16,FALSE,2957,3,"Godiva",2.1,"Milk w/ Nuts"
2405,17,FALSE,3035,1,"Ghirardelli",2.9,"White"
2405,17,TRUE,3035,2,"Godiva",2.4,"Milk"
2405,17,FALSE,3035,3,"Hershey's",3.9,"Milk w/ Nuts"
2405,18,FALSE,2175,1,"Godiva",3.4,"White"
2405,18,TRUE,2175,2,"Ghirardelli",3.9,"Dark"
2405,18,FALSE,2175,3,"Hershey's",1.9,"White"
2405,19,TRUE,3772,1,"Hershey's",2.9,"Milk w/ Nuts"
2405,19,FALSE,3772,2,"Dove",3.4,"Dark"
2405,19,FALSE,3772,3,"Hershey's",1.3,"Milk"
2405,20,FALSE,2802,1,"Lindt",3.5,"Dark w/ Nuts"
2405,20,TRUE,2802,2,"Dove",3.4,"Milk"
2405,20,FALSE,2802,3,"Lindt",0.7,"Dark"
2405,21,FALSE,2472,1,"Hershey's",3,"Milk"
2405,21,FALSE,2472,2,"Hershey's",1.8,"Dark"
2405,21,TRUE,2472,3,"Ghirardelli",3.5,"Milk"
2405,22,TRUE,2770,1,"Godiva",1.6,"Dark w/ Nuts"
2405,22,FALSE,2770,2,"Dove",1.8,"Dark w/ Nuts"
2405,22,FALSE,2770,3,"Lindt",3.6,"Dark w/ Nuts"
2405,23,FALSE,2299,1,"Godiva",1.5,"White"
2405,23,FALSE,2299,2,"Hershey's",1.3,"White"
2405,23,TRUE,2299,3,"Godiva",0.6,"Milk w/ Nuts"
2405,24,TRUE,2666,1,"Ghirardelli",2.5,"Dark"
2405,24,FALSE,2666,2,"Ghirardelli",0.8,"Dark w/ Nuts"
2405,24,FALSE,2666,3,"Lindt",2.1,"White"
2405,25,FALSE,2111,1,"Lindt",3.6,"White"
2405,25,FALSE,2111,2,"Hershey's",2.5,"White"
2405,25,TRUE,2111,3,"Ghirardelli",2,"Dark w/ Nuts"
2407,1,FALSE,4375,1,"Ghirardelli",3,"Dark"
2407,1,FALSE,4375,2,"Lindt",2.5,"White"
2407,1,TRUE,4375,3,"Hershey's",2.4,"Dark w/ Nuts"
2407,2,TRUE,3740,1,"Ghirardelli",2,"Milk"
2407,2,FALSE,3740,2,"Lindt",2.9,"White"
2407,2,FALSE,3740,3,"Godiva",1.9,"White"
2407,3,FALSE,2976,1,"Lindt",2.3,"Milk"
2407,3,TRUE,2976,2,"Hershey's",0.6,"Dark"
2407,3,FALSE,2976,3,"Godiva",0.9,"White"
2407,4,FALSE,4880,1,"Hershey's",1.3,"White"
2407,4,FALSE,4880,2,"Dove",1.3,"Dark"
2407,4,TRUE,4880,3,"Lindt",3,"Dark w/ Nuts"
2407,5,FALSE,9547,1,"Dove",3.7,"Milk"
2407,5,TRUE,9547,2,"Hershey's",3.6,"Milk w/ Nuts"
2407,5,FALSE,9547,3,"Lindt",3.6,"White"
2407,6,FALSE,3953,1,"Lindt",4,"White"
2407,6,FALSE,3953,2,"Dove",2.5,"White"
2407,6,TRUE,3953,3,"Lindt",0.8,"Milk w/ Nuts"
2407,7,FALSE,2387,1,"Godiva",2.5,"Milk"
2407,7,TRUE,2387,2,"Dove",2.4,"Dark w/ Nuts"
2407,7,FALSE,2387,3,"Dove",2.3,"White"
2407,8,TRUE,2861,1,"Hershey's",2.4,"Dark w/ Nuts"
2407,8,FALSE,2861,2,"Hershey's",1.8,"White"
2407,8,FALSE,2861,3,"Godiva",3.7,"Milk"
2407,9,FALSE,5692,1,"Dove",3.9,"Milk"
2407,9,FALSE,5692,2,"Dove",1.9,"Dark"
2407,9,TRUE,5692,3,"Ghirardelli",1.8,"Milk w/ Nuts"
2407,10,FALSE,5702,1,"Lindt",3.7,"Milk"
2407,10,FALSE,5702,2,"Dove",1.1,"Milk"
2407,10,TRUE,5702,3,"Hershey's",1,"Milk"
2407,11,FALSE,2200,1,"Godiva",3.3,"Dark"
2407,11,FALSE,2200,2,"Hershey's",3.3,"Dark"
2407,11,TRUE,2200,3,"Ghirardelli",0.6,"Dark w/ Nuts"
2407,12,FALSE,3660,1,"Godiva",1.6,"Milk"
2407,12,TRUE,3660,2,"Ghirardelli",1.1,"Dark w/ Nuts"
2407,12,FALSE,3660,3,"Lindt",1.3,"Milk"
2407,13,TRUE,2874,1,"Lindt",2,"Dark"
2407,13,FALSE,2874,2,"Ghirardelli",3.5,"White"
2407,13,FALSE,2874,3,"Lindt",3.7,"Milk w/ Nuts"
2407,14,FALSE,1783,1,"Lindt",1.9,"Milk w/ Nuts"
2407,14,FALSE,1783,2,"Godiva",3,"Dark"
2407,14,TRUE,1783,3,"Hershey's",0.6,"Dark"
2407,15,FALSE,6043,1,"Dove",3,"Milk w/ Nuts"
2407,15,FALSE,6043,2,"Ghirardelli",1.2,"Dark w/ Nuts"
2407,15,TRUE,6043,3,"Godiva",1.1,"White"
2407,16,FALSE,3340,1,"Lindt",3.3,"Milk w/ Nuts"
2407,16,TRUE,3340,2,"Ghirardelli",1.6,"Dark w/ Nuts"
2407,16,FALSE,3340,3,"Dove",1.4,"Dark w/ Nuts"
2407,17,FALSE,4053,1,"Lindt",3.3,"Dark w/ Nuts"
